formula_supercon,tc_K,sc_class,spacegroup,point_group,mp_ordering,verdict,mp_id
Ag0.02Ge2Pd1.98Sr1,2.64,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-978986
Ag0.15Sn0.85Te1,2.15,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-1883
Ag0.1In0.9Te1,1.2,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-2597
Ag0.2Ba1Si1.8,3.2,Other,P 43 3 2,432,NM,EXCLUDED,mp-7275
Ag0.438Hg0.562,0.64,Other,P 21 3,23,NM,EXCLUDED,mp-758523
Ag0.4Sn0.6Te1,1.95,Other,P 4/m m m,4/mmm,NM,EXCLUDED,mp-1229006
Ag0.55Hg0.45,0.0,Other,P 3 m 1,3m,NM,CANDIDATE,mp-770433
Ag0.5Ba1Si1.5,1.21,Other,F d d d,mmm,NM,EXCLUDED,mp-9867
Ag0.5Pd0.5Th2,1.2,Other,I 4 2 2,422,NM,EXCLUDED,mp-1217282
Ag0.625Al0.375,0.106,Other,C m c m,mmm,NM,EXCLUDED,mp-985805
Ag0.76Se2Sn1.24,6.72,Other,R -3 m,-3m,NM,CANDIDATE,mp-1229011
Ag0.7Hg0.3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-985443
Ag0.7Zn0.3,0.0125,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-864794
Ag0.81In0.19,0.0074,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-30343
Ag0.8Ga0.2,6.5,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1184036
Ag1B2,6.7,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-12062
Ag1Be2,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-603
Ag1Ce1Sb2,0.0,Heavy_fermion,P 4/n m m,4/mmm,FM,EXCLUDED,mp-510280
Ag1Cl2,0.0,Other,R -3 c,-3m,NM,CANDIDATE,mp-864635
Ag1In2,2.35,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-19974
Ag1La1,1.073333333,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-1948
Ag1La1Sb2,0.0,Other,P 4/n m m,4/mmm,NM,EXCLUDED,mp-20271
Ag1Mg1,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-2696
Ag1Mo6S8,7.7,Chevrel,R -3,-3,NM,CANDIDATE,mp-35109
Ag1Te1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-568761
Ag1Te3,2.6,Other,I m -3 m,m-3m,NM,CANDIDATE,mp-28246
Ag1Th2,2.225,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-2233
Ag1Y1,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-2474
Ag1Zn1,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-1912
Ag1Zn3,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1187969
Ag2F1,0.066,Other,P -3 m 1,-3m,NM,CANDIDATE,mp-1391
Ag2O1,0.0,Oxide,P n -3 m,m-3m,NM,CANDIDATE,mp-353
Ag2S1,0.0,Other,P 1 21 1,2,NM,EXCLUDED,mp-31053
Ag2Se1,0.0,Other,P 21 21 21,222,NM,EXCLUDED,mp-568936
Ag2Te1,0.0,Other,P 1 21/c 1,2/m,NM,EXCLUDED,mp-1592
Ag3.3Al1,0.34,Other,C m m m,mmm,NM,EXCLUDED,mp-1228927
Ag3Sb1,0.0,Other,P m m n,mmm,NM,EXCLUDED,mp-16240
Ag3Sn1,0.0,Other,P m m n,mmm,NM,EXCLUDED,mp-611
Ag4Ge1,0.85,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-1229108
Ag5Ba1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1814
Ag5Cd8,0.0,Other,I -4 3 m,-43m,NM,CANDIDATE,mp-567857
Ag5Pb2O6,0.0502,Oxide,P -3 1 m,-3m,NM,CANDIDATE,mp-22286
Ag5Sr1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-2410
Ag5Zn8,0.0,Other,I -4 3 m,-43m,NM,CANDIDATE,mp-30361
Ag7N1O11,1.03625,Oxide,F m m 2,mm2,NM,EXCLUDED,mp-37695
Al0.01B0.99Li2Pt3,2.86,Other,P 43 3 2,432,NM,EXCLUDED,mp-20234
Al0.01B2Mg0.99,37.95,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-763
Al0.02Nb3Sn0.98,17.9,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-1326
Al0.02Si0.98V3,16.12,Other,P m -3 n,m-3m,FM,CANDIDATE,mp-2567
Al0.05B0.95Li2Pd3,7.75,Other,P 43 3 2,432,NM,EXCLUDED,mp-20657
Al0.15Ga0.85Nb3,17.1,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-2670
Al0.15Ge0.85Nb3,7.4,Other,P 42/n,4/m,NM,EXCLUDED,mp-1198302
Al0.188V0.812,0.0,Other,P m -3 n,m-3m,FM,CANDIDATE,mp-1387
Al0.18La0.82,4.65,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1084828
Al0.1Ca1Ga0.9Si1,3.34,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-1227042
Al0.1Ga0.9V3,13.9,Other,P m -3 n,m-3m,FM,CANDIDATE,mp-22568
Al0.215Nb0.785,17.97,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-796
Al0.25Ti0.525V0.255,0.0,Other,F -4 3 m,-43m,FiM,CANDIDATE,mp-999068
Al0.28Mg0.18,1.63,Other,I 41/a m d,4/mmm,NM,EXCLUDED,mp-1210739
Al0.29B2Mg0.71,24.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1207086
Al0.2B2Mg0.8,28.71,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-1222150
Al0.2B5Mo1.8,5.7,Other,R -3 m,-3m,NM,CANDIDATE,mp-7229
Al0.33Ga0.67Nb3,18.1,Other,P m -3,m-3,NM,CANDIDATE,mp-1220348
Al0.39Ge0.61Nb3,7.3,Other,P m -3,m-3,NM,CANDIDATE,mp-1220344
Al0.39Nb3Sn0.61,14.1,Other,P m -3,m-3,NM,CANDIDATE,mp-1220362
Al0.3Ba2Cu2La2Ti1.7O10.86,0.0,Cuprate,F -4 3 m,-43m,FM,CANDIDATE,mp-1227852
Al0.3Cr0.7,0.0,Other,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1699
Al0.3Ga0.7V3,13.9,Other,P m -3,m-3,FM,CANDIDATE,mp-1228807
Al0.3Ga2.7Pd2U1,0.0,Heavy_fermion,P 6/m m m,6/mmm,FM,CANDIDATE,mp-20899
Al0.3In0.7La3,9.42,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-20909
Al0.402V0.598,0.0,Other,F m m m,mmm,NM,EXCLUDED,mp-1228006
Al0.5Ge0.5Th2,0.21,Other,I 4 2 2,422,NM,EXCLUDED,mp-1217290
Al0.61Mg0.39,0.85,Other,P -3 m 1,-3m,NM,CANDIDATE,mp-1222013
Al0.85B2Mg0.15,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-944
Al0.8Ca1Ga0.2Si1,5.6,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-3173
Al0.95Ba1Si1.05,2.8,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-13149
Al0.998Mn0.002,0.262,Other,I m -3,m-3,NM,CANDIDATE,mp-1104165
Al1,1.254033333,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1183144
Al1.825La1Si0.175,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-2694
Al11La3,0.0,Other,I m m m,mmm,NM,EXCLUDED,mp-16505
Al12Mo1,0.0,Other,I m -3,m-3,NM,CANDIDATE,mp-550
Al12Re1,0.0,Other,I m -3,m-3,NM,CANDIDATE,mp-1648
Al13Os4,5.4,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-567929
Al13Ru4,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-17880
Al1Au2Sc1,4.4,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-10873
Al1Au4,0.55,Other,P 21 3,23,NM,EXCLUDED,mp-1490
Al1B4Yb1,0.08,Heavy_fermion,P b a m,mmm,NM,EXCLUDED,mp-1191244
Al1Ba1Ge1,6.3,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-13272
Al1Ba1Sn1,2.9,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-1227950
Al1C1Cr2,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-9956
Al1C1La3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-10600
Al1C1Ni3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-1207084
Al1C1Ti3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-3271
Al1C1V2,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1025497
Al1C1Y3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-4448
Al1Ca1Si1,6.183529412,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-570150
Al1Ce1Rh1,0.0,Heavy_fermion,P n m a,mmm,FM,EXCLUDED,mp-3344
Al1Cu1,3.45,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-2500
Al1Cu1Zr1,0.0,Other,I m m a,mmm,FM,EXCLUDED,mp-1215318
Al1Cu2Zr1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-3736
Al1Gd1Rh1,0.0,Other,P n m a,mmm,FM,EXCLUDED,mp-1212705
Al1Ge1,5.5,Other,R -3 c,-3m,NM,CANDIDATE,mp-1190320
Al1Ge1Na1,0.0,Other,P 4/n m m,4/mmm,NM,EXCLUDED,mp-7400
Al1Ge1Sr1,6.7,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-13311
Al1Ge3Y2,4.5,Other,P n m a,mmm,NM,EXCLUDED,mp-28997
Al1Hf0.75Pd2Y0.25,3.2,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-16501
Al1Hf1Ni2,0.37,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-5748
Al1La1,0.0,Other,C m c m,mmm,NM,EXCLUDED,mp-12684
Al1La1Rh1,2.4,Other,P n m a,mmm,NM,EXCLUDED,mp-1211543
Al1Lu2,0.0,Other,P 42/m n m,4/mmm,NM,EXCLUDED,mp-16508
Al1Lu3,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-973266
Al1Mg1Si1,6.0,Other,P n m a,mmm,NM,EXCLUDED,mp-4499
Al1Mg4Si3,5.2,Other,P 4/n c c,4/mmm,NM,EXCLUDED,mp-1198317
Al1Mo1.5Nb1.5,4.9,Other,R 3 2,32,NM,EXCLUDED,mp-1220636
Al1Mo3,0.58,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-259
Al1N1,1.55,Other,P 63 m c,6mm,NM,CANDIDATE,mp-661
Al1Na1Si1,7.2,Other,P 4/n m m,4/mmm,NM,EXCLUDED,mp-27335
Al1Nb0.1Pd2Zr0.9,2.1,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-541047
Al1Nb1Ni2,1.075,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-4813
Al1Nd1Rh1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-1209843
Al1Ni2Ta1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-5921
Al1Ni2Ti1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-7187
Al1Ni2V1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-10899
Al1Ni2Zr1,0.69,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-3944
Al1Os1,0.39,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-875
Al1Pd2Y1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1078242
Al1Pr1Rh1,0.0,Heavy_fermion,P n m a,mmm,NM,EXCLUDED,mp-1209554
Al1Pt1,0.0,Other,P 21 3,23,NM,EXCLUDED,mp-10904
Al1Re1,0.0,Other,P 4/n m m,4/mmm,NM,EXCLUDED,mp-1228815
Al1Sb1,2.8,Other,F -4 3 m,-43m,NM,CANDIDATE,mp-2624
Al1Sc3,0.0,Other,P 63/m m c,6/mmm,FM,CANDIDATE,mp-862259
Al1Si1Sr1,4.75,Other,P -6 m 2,-62m,NM,CANDIDATE,mp-3698
Al1Th2,0.045,Other,I 4/m c m,4/mmm,NM,EXCLUDED,mp-1651
Al1Y1,0.0,Other,C m c m,mmm,NM,EXCLUDED,mp-11228
Al1Y2,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-11230
Al1Y3,0.0,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-30338
Al2.06Cu1,0.65,Other,P -3 m 1,-3m,NM,CANDIDATE,mp-10886
Al2.7Ga0.3Pd2U1,0.52,Heavy_fermion,P 6/m m m,6/mmm,FM,CANDIDATE,mp-4561
Al2.98Ni2U1,1.155,Heavy_fermion,P 6/m m m,6/mmm,NM,CANDIDATE,mp-2903
Al20.3V2,1.49,Other,F d -3 m,m-3m,FM,CANDIDATE,mp-16722
Al20La1V2,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-1195666
Al20Pr1Ti2,0.19,Heavy_fermion,F d -3 m,m-3m,NM,CANDIDATE,mp-1204502
Al20Pr1V2,0.029666667,Heavy_fermion,F d -3 m,m-3m,NM,CANDIDATE,mp-1204963
Al28Ca24O66,0.195,Oxide,P 1,1,NM,EXCLUDED,mp-532016
Al2Au1,0.0475,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-2647
Al2C1Mo3,9.61,Other,P 41 3 2,432,NM,EXCLUDED,mp-18093
Al2C1Nb3,0.0,Other,P 41 3 2,432,NM,EXCLUDED,mp-1190604
Al2C1Ta3,0.0,Other,P 41 3 2,432,NM,EXCLUDED,mp-1190760
Al2Ca1,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-2404
Al2Ca1Si2,0.0,Other,P -3 m 1,-3m,NM,CANDIDATE,mp-7704
Al2Ce1,0.0,Heavy_fermion,F d -3 m,m-3m,FM,CANDIDATE,mp-2088
Al2Ce1Pd5,0.735,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1025445
Al2Cu1,1.02,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-985806
Al2Lu1,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-1234
Al2Lu1Pd5,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1025564
Al2Mg2,0.84,Other,P 4/m m m,4/mmm,NM,EXCLUDED,mp-1039141
Al2Mg3,0.0,Other,I -4 3 m,-43m,NM,CANDIDATE,mp-2151
Al2N1Nb3,0.65,Other,P 41 3 2,432,NM,EXCLUDED,mp-1191953
Al2Np1Pd5,4.95,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-569227
Al2Os1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-7188
Al2Pd5Pu1,0.0,Heavy_fermion,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1091385
Al2Pt1,0.343333333,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-1502
Al2Sc1,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-813
Al2Si2U1,1.34,Heavy_fermion,P m m m,mmm,NM,EXCLUDED,mp-1216639
Al2Th1,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-669
Al2U1,0.0,Heavy_fermion,P 63/m m c,6/mmm,FM,CANDIDATE,mp-569744
Al2Y1,0.0,Other,F d -3 m,m-3m,NM,CANDIDATE,mp-2322
Al2Y3,0.0,Other,P 42/m n m,4/mmm,NM,EXCLUDED,mp-16723
Al2Yb1,0.0,Heavy_fermion,F d -3 m,m-3m,NM,CANDIDATE,mp-969
Al3La1Pd2,0.85,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-30815
Al3Nb1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1842
Al3Nd1Pd2,0.0,Other,P 6/m m m,6/mmm,NM,CANDIDATE,mp-12734
Al3Pd4Si1,0.0,Other,R 3,3,NM,EXCLUDED,mp-1228909
Al3Ta1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-869
Al3Th1,0.75,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1306
Al3Ti1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-542915
Al3Tl1,0.75,Other,P m -3 m,m-3m,NM,CANDIDATE,mp-983584
Al3U1,0.0,Heavy_fermion,P m -3 m,m-3m,FM,CANDIDATE,mp-1723
Al3V1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-2554
Al3Yb1,0.94,Heavy_fermion,P m -3 m,m-3m,NM,CANDIDATE,mp-1259
Al43Nb4Y6,0.86,Other,P 63/m c m,6/mmm,NM,CANDIDATE,mp-1207860
Al43Ta4Y6,0.68,Other,P 63/m c m,6/mmm,NM,CANDIDATE,mp-1207857
Al4C3,0.0,Other,R -3 m,-3m,NM,CANDIDATE,mp-1591
Al4Ca1,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1749
Al4Cu9,0.0,Other,P -4 3 m,-43m,NM,CANDIDATE,mp-593
Al4La1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-959
Al4Np1,0.0,Heavy_fermion,I m m a,mmm,FM,EXCLUDED,mp-16520
Al4U1,0.0,Heavy_fermion,I m m a,mmm,FM,EXCLUDED,mp-574122
Al5Mo1,0.0,Other,P 63 2 2,622,NM,EXCLUDED,mp-568607
Al5Re24,3.35,Other,I -4 3 m,-43m,NM,CANDIDATE,mp-1192984
Al5Y2,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-865527
Al6Re1,1.85,Other,C m c m,mmm,NM,EXCLUDED,mp-16528
As0.15Fe1La1P0.85O1,11.67,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-510668
As0.25Se0.75Y1,0.78,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-38494
As0.2Ba1Fe2P1.8,0.0,Ferrite,I 4/m m m,4/mmm,NM,EXCLUDED,mp-4883
As0.2Ba1Sb1.8Ti2O1,0.48,Oxide,P 4/m m m,4/mmm,NM,EXCLUDED,mp-1070806
As0.5In1Te0.5,0.44,Other,P -4 m 2,-42m,NM,EXCLUDED,mp-1224061
As0.7Ce1Fe1P0.3O1,4.0,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-1079570
As0.8Fe2P1.2Sr1,3.13,Ferrite,I 4 m m,4mm,NM,EXCLUDED,mp-1218282
As1,1.825,Other,R -3 m,-3m,NM,CANDIDATE,mp-11
As1.74Eu1Fe2P0.26,0.0,Ferrite,I 4/m m m,4/mmm,FM,EXCLUDED,mp-20890
As1.792Ba1Ni2P0.208,3.24,Ferrite,I 4/m m m,4/mmm,NM,EXCLUDED,mp-568280
As1.8Fe2P0.2Sr1,0.0,Ferrite,I 4/m m m,4/mmm,NM,EXCLUDED,mp-4488
As12Fe4La1,0.0,Ferrite,I m -3,m-3,NM,CANDIDATE,mp-22470
As12La1Os4,3.2,Other,I m -3,m-3,NM,CANDIDATE,mp-1105556
As12Pr1Ru4,2.3825,Heavy_fermion,I m -3,m-3,NM,CANDIDATE,mp-1179919
As1C1Nb2,2.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-9989
As1Ca1Co0.15F1Fe0.85,20.8,Ferrite,P m m n,mmm,FM,EXCLUDED,mp-1079859
As1Ce1Co0.15Fe0.85O1,5.0,Ferrite,P 4 m m,4mm,FiM,EXCLUDED,mp-605060
As1Co0.005Fe0.995Na1,9.81,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-22152
As1Co0.025Fe0.975Li1,13.4,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-21471
As1Co0.025Fe0.975Pr1O1,0.0,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-22491
As1Co0.025Fe0.975Sm1O1,0.0,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-20349
As1Co0.25Fe0.75Sm1O1,0.0,Ferrite,P -4 m 2,-42m,FM,EXCLUDED,mp-1219165
As1Co1,0.0,Other,P n m a,mmm,NM,EXCLUDED,mp-583
As1Co1La1O1,0.0,Oxide,P 4/n m m,4/mmm,FM,EXCLUDED,mp-1079008
As1Co1Sm1O1,0.0,Oxide,P 4/n m m,4/mmm,FM,EXCLUDED,mp-1091397
As1Cr1,1.838,Other,P n m a,mmm,FM,EXCLUDED,mp-20717
As1Cu1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-12070
As1Cu3,0.0,Other,I -4 3 d,-43m,NM,CANDIDATE,mp-1966
As1F0.04Fe1Nd1O0.96,0.0,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-622621
As1F0.06La1Ni1O0.94,3.64,Ferrite,P 4/n m m,4/mmm,NM,EXCLUDED,mp-1079362
As1F0.15Fe1La0.5Y0.5O0.85,40.2,Ferrite,P 4 m m,4mm,FM,EXCLUDED,mp-1222786
As1F0.17Fe1Gd1O0.83,22.0,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-1078679
As1F0.1Fe1Tb1O0.9,50.5,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-1079887
As1F0.2Fe1Nd1O0.8,32.6,Ferrite,P -1,-1,FM,EXCLUDED,mp-698941
As1F1Fe1La0.2Sr0.8,24.4,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-20807
As1Fe0.93Sr2V1.07O3,0.0,Oxide,P 4/n m m,4/mmm,FiM,EXCLUDED,mp-1106248
As1Fe1La1O1,10.2,Ferrite,P 1 21/m 1,2/m,AFM,EXCLUDED,mp-20287
As1Ga1,5.7,Other,F -4 3 m,-43m,NM,CANDIDATE,mp-2534
As1Ge1,3.5,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-9548
As1Ge1Mo1,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-1224404
As1Ge1Re1,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-1219536
As1Ge1W1,0.0,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-1224396
As1Hf1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-9954
As1Hf1Os1,3.2,Other,P -6 2 m,-62m,NM,CANDIDATE,mp-1079823
As1Hf1Ru1,3.193333333,Other,P -6 2 m,-62m,NM,CANDIDATE,mp-1079079
As1Ir1La1,3.1,Other,I 41 m d,4mm,NM,EXCLUDED,mp-1071028
As1La1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-708
As1La1Rh1,0.0,Other,I 41 m d,4mm,NM,EXCLUDED,mp-10956
As1Nb1Si1,8.2,Other,P 4/n m m,4/mmm,NM,EXCLUDED,mp-21907
As1Nb3,2.353333333,Other,P 42/n,4/m,NM,EXCLUDED,mp-504425
As1Ni1,0.0,Ferrite,P 63/m m c,6/mmm,NM,CANDIDATE,mp-590
As1Os1Zr1,8.0,Other,P -6 2 m,-62m,NM,CANDIDATE,mp-1079816
As1Pd1Se1,0.0,Other,P 21 3,23,NM,EXCLUDED,mp-10849
As1Pd2,1.15,Other,C m c 21,mm2,NM,EXCLUDED,mp-8073
As1Pd3,0.0,Other,I -4,-4,NM,EXCLUDED,mp-1105134
As1Pd5,0.46,Other,C 1 2/m 1,2/m,NM,EXCLUDED,mp-2512
As1Pt1Sr1,2.425,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-8456
As1Rh0.14Ru0.86,0.75,Other,P n m a,mmm,NM,EXCLUDED,mp-15650
As1Rh1,0.58,Other,P n m a,mmm,NM,EXCLUDED,mp-22079
As1Rh2,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-2302
As1Ru1Ti1,0.0,Other,I m a 2,mm2,NM,EXCLUDED,mp-1208217
As1Ru1Zr1,8.716666667,Other,P -6 2 m,-62m,NM,CANDIDATE,mp-8221
As1Sn1,3.755,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-2182
As1Ti1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1822
As1V3,0.0,Other,P m -3 n,m-3m,NM,CANDIDATE,mp-292
As1Y1,0.0,Other,F m -3 m,m-3m,NM,CANDIDATE,mp-933
As1Zn1,0.0,Other,P b c a,mmm,NM,EXCLUDED,mp-7372
As1Zr1,0.0,Other,P 63/m m c,6/mmm,NM,CANDIDATE,mp-1682
As2Ba0.1Fe2K0.9,6.93,Ferrite,I 4/m m m,4/mmm,FM,EXCLUDED,mp-35276
As2Ba0.2Fe2Na0.8,19.2,Ferrite,C m m m,mmm,FM,EXCLUDED,mp-1227868
As2Ba0.39Fe2K0.61,24.5,Ferrite,C 1 2/m 1,2/m,FM,EXCLUDED,mp-1223766
As2Ba0.49Co0.21Fe1.79K0.51,15.0,Ferrite,C m m m,mmm,FM,EXCLUDED,mp-1223517
As2Ba0.75Fe2K0.25,28.45,Ferrite,P -1,-1,FiM,EXCLUDED,mp-1223625
As2Ba0.805Fe2K0.195,15.0,Ferrite,C 1 2/m 1,2/m,FM,EXCLUDED,mp-1223567
As2Ba0.818Fe2Na0.182,6.4,Ferrite,C 1 2/m 1,2/m,FM,EXCLUDED,mp-1228583
As2Ba1Co2,0.0,Other,I 4/m m m,4/mmm,FM,EXCLUDED,mp-20563
As2Ba1Fe0.75Ru1.25,0.0,Other,I -4 m 2,-42m,FM,EXCLUDED,mp-1227957
As2Ba1Pd2,2.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-571350
As2Ba1Rh2,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-568113
As2Ba1Ru2,0.0,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-4109
As2Ba1Ti2O1,0.0,Oxide,P 4/m m m,4/mmm,NM,EXCLUDED,mp-1018735
As2Ca0.67Fe2Sr0.33,22.0,Ferrite,C 1 2/m 1,2/m,FiM,EXCLUDED,mp-1218636
As2Ca1Pd2,1.27,Other,I 4/m m m,4/mmm,NM,EXCLUDED,mp-5166
As2Cd1Ge1,3.02,Other,I -4 2 d,-42m,NM,EXCLUDED,mp-4953
As2Cd1Sn1,2.29,Other,I -4 2 d,-42m,NM,EXCLUDED,mp-3829
As2Co0.1Fe1.9Mg1Sr4Ti1O6,24.1,Ferrite,P 4 m m,4mm,FM,EXCLUDED,mp-1218475
As2Co1,0.0,Other,P 1 21/c 1,2/m,NM,EXCLUDED,mp-2715
As2Cr2Fe2Sr4O6,0.0,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-1189319
As2Cs1Fe2,2.08,Ferrite,I 4/m m m,4/mmm,FM,EXCLUDED,mp-28884
As2Cu1,0.0,Other,P n n m,mmm,NM,EXCLUDED,mp-21859
As2Eu1Ni2,0.0,Ferrite,I 4/m m m,4/mmm,FM,EXCLUDED,mp-6992
As2F2Sr2Ti2O1,0.0,Oxide,I 4/m m m,4/mmm,NM,EXCLUDED,mp-1079747
As2Fe2Rb1,1.983333333,Ferrite,I 4/m m m,4/mmm,FM,EXCLUDED,mp-975359
As2Fe2Sc2Sr3O5,0.0,Ferrite,I 4/m m m,4/mmm,FM,EXCLUDED,mp-1103895
As2Fe2Sc2Sr4O6,0.0,Ferrite,P 4/n m m,4/mmm,FM,EXCLUDED,mp-1105960
